,Total Land Area (acres),Number of Cows,Product ID,Quantity (liters/kg),Overall Prices,Total Value of products available,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Year of recording data,clusters
3440,699.89,15,8,871.01,12.19,10617.6119,9,483,8.44,4076.52,388,77.55,134.22,2022,0
3441,531.96,95,6,504.07,90.23,45482.2361,7,451,88.87,40080.37,53,64.07,37.54,2022,1
3442,466.78,70,8,654.13,19.48,12742.4524,14,414,16.5,6831.0,240,66.0,147.36,2022,0
3443,497.09,53,1,740.61,80.44,59574.6684,22,416,82.42,34286.72,324,64.63,183.32,2022,1
3444,410.84,31,9,241.4,89.6,21629.44,14,216,89.73,19381.68,25,79.77,129.3,2022,2
3445,387.36,45,2,854.7,93.04,79521.288,30,75,94.78,7108.5,779,42.42,162.97,2022,1
3446,819.26,16,4,732.93,88.53,64886.2929,23,319,92.87,29625.53,413,71.47,128.0,2022,1
3447,971.94,11,7,339.72,62.05,21079.626,15,91,58.16,5292.56,248,58.08,148.62,2022,0
3448,760.21,29,10,883.05,53.82,47525.751,104,534,54.83,29279.22,349,99.16,20.41,2022,2
3449,370.71,61,9,105.71,53.61,5667.1131,8,51,54.95,2802.45,54,46.14,81.74,2022,0
3450,310.84,96,5,222.4,85.72,19064.128,25,7,82.24,575.68,215,19.55,64.03,2022,0
3451,700.41,16,7,422.81,92.82,39245.2242,16,229,95.07,21771.03,193,78.05,123.88,2022,2
3452,358.81,69,6,203.66,11.33,2307.4678,6,106,10.61,1124.66,97,45.78,119.65,2022,0
3453,646.82,44,7,387.55,94.99,36813.3745,12,143,98.17,14038.31,244,98.18,113.75,2022,2
3454,993.15,21,5,286.74,49.28,14130.5472,28,102,47.98,4893.96,184,83.34,59.76,2022,0
3455,556.33,62,9,807.56,70.2,56690.712,14,424,71.27,30218.48,383,92.05,56.17,2022,1
3456,347.2,82,8,196.53,17.89,3515.9217,7,108,17.14,1851.12,88,38.25,120.25,2022,0
3457,15.16,24,2,609.08,86.58,52734.1464,37,251,87.94,22072.94,358,51.91,161.28,2022,2
3458,763.16,16,9,362.18,62.39,22596.4102,9,167,60.68,10133.56,195,33.11,97.73,2022,0
3459,481.57,32,1,909.29,66.17,60167.7193,26,342,66.52,22749.84,567,97.11,149.32,2022,1
3460,60.91,77,4,47.15,22.22,1047.673,27,10,19.46,194.6,37,42.55,147.28,2022,0
3461,63.53,30,6,732.05,65.55,47985.8775,6,312,63.7,19874.4,420,32.36,145.45,2022,2
3462,977.73,98,3,92.08,90.81,8361.7848,46,55,88.66,4876.3,37,21.56,27.35,2022,0
3463,308.86,67,9,608.07,44.46,27034.7922,7,572,48.13,27530.36,36,71.18,86.51,2022,2
3464,932.94,42,8,301.76,19.51,5887.3376,12,287,23.23,6667.01,14,65.01,149.35,2022,0
3465,233.02,67,10,571.92,51.34,29362.3728,104,249,48.61,12103.89,322,63.6,169.27,2022,2
3466,890.62,95,2,12.5,92.08,1151.0,27,10,92.69,926.9,2,81.74,69.29,2022,0
3467,383.12,32,8,611.84,92.05,56319.872,10,278,89.07,24761.46,333,63.9,146.3,2022,1
3468,807.25,54,3,841.21,93.62,78754.0802,71,250,95.11,23777.5,591,21.84,39.29,2022,1
3469,166.48,96,1,418.73,12.8,5359.744,1,376,15.91,5982.16,42,71.79,182.27,2022,0
3470,332.44,17,9,198.24,35.81,7098.9744,14,160,36.59,5854.4,38,18.3,172.81,2022,0
3471,936.12,92,6,796.73,55.95,44577.0435,7,320,54.38,17401.6,476,90.68,89.23,2022,2
3472,748.71,89,6,554.9,88.45,49080.905,5,352,87.2,30694.4,202,98.07,33.53,2022,1
3473,786.27,26,6,913.43,29.54,26982.7222,5,248,33.7,8357.6,665,15.7,57.94,2022,2
3474,624.89,68,1,86.18,14.12,1216.8616,25,9,14.42,129.78,77,30.22,111.99,2022,0
3475,316.59,26,4,620.36,40.39,25056.3404,21,417,40.86,17038.62,203,57.1,98.66,2022,2
3476,296.54,36,2,508.41,99.84,50759.6544,38,78,100.28,7821.84,430,23.65,100.87,2022,2
3477,125.51,27,2,525.47,60.74,31917.0478,28,237,61.29,14525.73,288,59.93,179.24,2022,2
3478,140.28,16,3,227.25,46.19,10496.6775,74,106,46.42,4920.52,121,58.07,111.72,2022,0
3479,931.46,73,7,872.21,75.31,65686.1351,15,175,71.53,12517.75,697,12.03,147.72,2022,1
3480,114.04,11,10,115.4,71.88,8294.952,105,108,69.35,7489.8,7,16.82,98.33,2022,0
3481,581.68,45,9,989.64,43.72,43267.0608,12,156,41.18,6424.08,833,56.03,33.42,2022,2
3482,581.69,24,4,503.48,36.5,18377.02,30,256,33.81,8655.36,247,15.1,140.83,2022,0
3483,531.96,19,4,428.54,47.96,20552.7784,21,204,47.05,9598.2,224,57.99,199.37,2022,0
3484,211.14,99,9,98.19,44.05,4325.2695,8,58,40.85,2369.3,40,28.87,144.09,2022,0
3485,550.58,89,1,59.99,51.59,3094.8841,27,22,51.83,1140.26,37,30.77,164.92,2022,0
3486,51.68,54,2,529.54,45.99,24353.5446,27,360,46.18,16624.8,169,69.05,150.07,2022,2
3487,407.66,99,8,237.84,26.68,6345.5712,12,118,28.48,3360.64,119,66.69,191.73,2022,0
3488,793.32,97,2,469.58,75.49,35448.5942,36,407,77.93,31717.51,62,41.46,126.54,2022,2
3489,653.95,24,2,950.95,66.43,63171.6085,35,397,63.3,25130.1,553,64.67,163.4,2022,1
3490,395.58,79,3,879.11,90.1,79207.811,36,610,91.05,55540.5,269,48.9,86.16,2022,1
3491,910.52,67,7,591.13,96.59,57097.2467,15,413,93.64,38673.32,178,65.7,107.77,2022,1
3492,408.86,71,5,440.13,98.25,43242.7725,21,45,98.43,4429.35,395,59.34,81.25,2022,2
3493,745.66,92,8,563.11,85.61,48207.8471,12,543,82.71,44911.53,20,39.98,24.32,2022,1
3494,413.24,36,8,385.64,42.08,16227.7312,9,108,46.15,4984.2,277,93.61,66.26,2022,0
3495,920.38,33,2,209.96,13.55,2844.958,32,42,9.89,415.38,167,73.08,176.43,2022,0
3496,259.73,69,8,495.09,64.61,31987.7649,7,148,67.14,9936.72,347,45.63,117.28,2022,2
3497,929.81,98,2,893.65,69.6,62198.04,36,412,66.35,27336.2,481,82.58,138.84,2022,1
3498,550.38,50,9,317.33,51.0,16183.83,9,143,46.19,6605.17,174,21.27,70.86,2022,0
3499,581.84,62,5,96.02,15.31,1470.0662,29,48,14.99,719.52,48,65.18,41.55,2022,0
3500,238.86,97,10,838.5,33.46,28056.21,126,332,38.23,12692.36,506,21.65,119.9,2022,2
3501,755.65,46,3,115.31,11.09,1278.7879,82,63,12.96,816.48,52,24.94,126.09,2022,0
3502,615.81,33,1,930.13,60.41,56189.1533,26,332,63.83,21191.56,598,67.8,32.51,2022,1
3503,11.32,29,5,525.08,73.38,38530.3704,23,455,69.04,31413.2,70,27.44,28.37,2022,2
3504,233.85,67,9,926.31,74.13,68667.3603,9,9,72.43,651.87,917,27.16,101.85,2022,2
3505,354.03,97,2,54.9,12.62,692.838,25,15,16.86,252.9,39,21.01,174.35,2022,0
3506,483.43,32,8,493.17,42.32,20870.9544,14,398,41.01,16321.98,95,41.53,176.99,2022,0
3507,667.43,61,6,709.93,15.18,10776.7374,7,547,17.87,9774.89,162,17.32,188.45,2022,0
3508,270.72,66,3,650.13,32.97,21434.7861,58,39,35.54,1386.06,611,22.51,171.58,2022,0
3509,912.69,91,10,635.81,17.24,10961.3644,62,422,18.58,7840.76,213,46.97,85.04,2022,0
3510,639.49,49,10,180.65,32.02,5784.413,148,134,33.6,4502.4,46,97.01,160.57,2022,0
3511,608.39,24,8,216.32,61.97,13405.3504,11,39,65.43,2551.77,177,50.26,155.0,2022,0
3512,185.6,33,3,975.82,53.99,52684.5218,69,408,50.68,20677.44,567,75.88,159.34,2022,2
3513,160.1,12,1,651.16,20.65,13446.454,2,190,18.43,3501.7,461,41.3,81.09,2022,0
3514,835.38,54,9,781.75,38.54,30128.645,10,587,41.6,24419.2,194,19.4,110.0,2022,2
3515,446.41,18,5,593.51,45.16,26802.9116,28,161,49.25,7929.25,432,45.57,36.95,2022,2
3516,544.81,56,6,753.7,21.06,15872.922,5,594,23.71,14083.74,159,84.6,170.6,2022,0
3517,853.35,62,8,964.57,82.37,79451.6309,11,738,79.23,58471.74,226,99.1,131.34,2022,1
3518,477.16,33,9,689.05,10.11,6966.2955,10,365,7.4,2701.0,324,27.45,170.13,2022,0
3519,360.55,67,5,844.73,79.44,67105.3512,24,766,82.88,63486.08,78,83.31,51.2,2022,1
3520,889.32,96,6,837.94,37.18,31154.6092,5,74,40.56,3001.44,763,82.48,141.07,2022,2
3521,802.81,83,6,722.93,32.29,23343.4097,7,505,30.91,15609.55,217,10.02,79.99,2022,2
3522,19.83,60,2,111.42,85.58,9535.3236,31,82,88.98,7296.36,29,24.03,193.49,2022,0
3523,506.76,87,6,876.38,90.19,79040.7122,6,102,90.97,9278.94,774,57.0,116.14,2022,1
3524,311.01,90,8,526.62,36.65,19300.623,13,449,33.74,15149.26,77,55.73,149.0,2022,0
3525,319.76,34,7,633.59,18.04,11429.9636,13,148,21.91,3242.68,485,42.03,121.15,2022,0
3526,664.83,29,6,107.48,50.8,5459.984,6,29,50.69,1470.01,78,87.42,196.17,2022,0
3527,930.56,100,8,673.11,46.12,31043.8332,12,151,44.11,6660.61,522,27.64,167.6,2022,2
3528,690.79,92,8,462.95,41.91,19402.2345,9,223,46.35,10336.05,239,83.03,112.46,2022,0
3529,184.84,22,2,385.56,22.05,8501.598,31,94,23.09,2170.46,291,73.52,161.14,2022,0
3530,904.84,34,6,693.49,60.94,42261.2806,6,167,59.7,9969.9,526,51.14,163.11,2022,2
3531,384.88,21,1,660.22,15.77,10411.6694,27,29,14.81,429.49,631,70.8,161.1,2022,0
3532,298.41,61,3,213.37,87.85,18744.5545,45,170,86.92,14776.4,43,23.18,20.04,2022,0
3533,484.92,11,5,205.08,74.02,15180.0216,23,69,73.22,5052.18,136,27.43,105.44,2022,0
3534,377.85,18,2,783.25,61.5,48169.875,33,565,61.62,34815.3,218,71.5,117.16,2022,1
3535,942.15,57,5,675.45,22.47,15177.3615,24,292,24.91,7273.72,383,80.51,102.34,2022,0
3536,894.37,68,3,861.0,52.95,45589.95,53,551,54.94,30271.94,310,81.9,107.9,2022,2
3537,443.44,63,6,600.82,72.3,43439.286,6,130,69.82,9076.6,470,91.3,62.98,2022,2
3538,420.13,91,7,986.15,43.87,43262.4005,14,925,46.95,43428.75,61,39.39,148.65,2022,1
3539,197.25,64,1,313.91,59.23,18592.8893,1,9,60.31,542.79,304,23.22,160.4,2022,0
3540,286.66,72,8,835.23,79.37,66292.2051,14,318,76.94,24466.92,517,99.96,132.66,2022,1
3541,641.68,33,7,889.55,82.92,73761.486,18,200,83.85,16770.0,689,82.6,27.54,2022,1
3542,456.22,52,2,46.9,81.9,3841.11,37,44,78.77,3465.88,2,62.89,180.57,2022,0
3543,134.74,67,4,54.02,39.86,2153.2372,29,32,43.03,1376.96,22,79.69,137.54,2022,0
3544,222.34,91,2,814.21,76.94,62645.3174,37,697,77.8,54226.6,117,90.18,149.15,2022,1
3545,873.8,55,9,6.17,35.15,216.8755,7,2,32.64,65.28,4,15.8,46.34,2022,0
3546,942.54,72,3,534.85,18.42,9851.937,77,149,17.9,2667.1,385,35.82,179.24,2022,0
3547,836.93,40,7,452.1,37.92,17143.632,16,409,37.38,15288.42,43,99.51,117.22,2022,0
3548,507.26,34,6,91.24,59.51,5429.6924,7,57,59.93,3416.01,34,80.08,155.85,2022,0
3549,488.98,67,3,329.63,31.53,10393.2339,35,290,30.06,8717.4,39,44.95,20.56,2022,0
3550,65.01,92,9,541.96,75.11,40706.6156,10,299,79.13,23659.87,242,63.73,161.88,2022,2
3551,902.67,85,5,206.61,89.41,18473.0001,30,103,87.99,9062.97,103,12.58,35.53,2022,0
3552,656.23,24,4,28.8,88.97,2562.336,23,28,84.86,2376.08,0,80.99,96.25,2022,0
3553,257.39,73,7,28.88,19.71,569.2248,17,9,20.22,181.98,19,37.1,143.02,2022,0
3554,546.33,30,3,248.89,10.05,2501.3445,30,188,11.9,2237.2,60,68.03,45.88,2022,0
3555,129.6,54,8,51.73,67.79,3506.7767,14,40,63.62,2544.8,11,59.32,185.04,2022,0
3556,166.18,93,10,335.83,13.99,4698.2617,96,156,17.74,2767.44,179,64.36,51.87,2022,0
3557,238.01,95,10,114.7,35.37,4056.939,106,27,35.58,960.66,87,25.37,121.32,2022,0
3558,998.5,22,7,446.83,77.35,34562.3005,15,157,81.74,12833.18,289,96.27,195.96,2022,2
3559,299.01,70,8,76.53,86.26,6601.4778,9,35,88.21,3087.35,41,63.78,88.81,2022,0
3560,714.59,46,1,912.1,95.77,87351.817,2,148,94.95,14052.6,764,47.65,105.42,2022,1
3561,749.43,53,2,474.91,62.43,29648.6313,39,138,62.78,8663.64,336,79.98,152.16,2022,2
3562,300.7,74,8,889.71,66.03,58747.5513,8,435,63.8,27753.0,454,23.63,135.1,2022,1
3563,46.87,95,6,623.85,58.4,36432.84,6,193,54.48,10514.64,430,66.89,59.53,2022,2
3564,280.34,41,2,369.85,63.65,23540.9525,40,283,59.45,16824.35,86,74.36,35.84,2022,2
3565,216.2,34,3,182.65,33.06,6038.409,52,66,29.6,1953.6,116,54.05,105.26,2022,0
3566,961.62,22,4,731.07,50.02,36568.1214,27,495,50.98,25235.1,236,24.12,192.58,2022,2
3567,184.98,54,7,245.63,51.71,12701.5273,16,235,56.43,13261.05,10,72.6,146.59,2022,0
3568,436.48,55,9,143.48,84.68,12149.8864,8,34,82.92,2819.28,109,55.28,50.7,2022,0
3569,50.63,89,5,145.15,61.4,8912.21,24,25,59.23,1480.75,120,51.0,162.44,2022,0
3570,264.44,59,1,469.25,93.43,43842.0275,29,359,94.35,33871.65,110,70.33,61.75,2022,2
3571,961.61,58,7,861.33,32.28,27803.7324,13,794,29.78,23645.32,67,94.12,119.51,2022,2
3572,722.5,72,2,318.94,10.97,3498.7718,33,220,7.79,1713.8,98,64.99,146.71,2022,0
3573,851.94,52,6,674.71,33.98,22926.6458,5,471,34.62,16306.02,203,52.3,26.57,2022,2
3574,911.47,37,2,545.57,69.3,37808.001,35,74,66.89,4949.86,471,86.26,58.48,2022,2
3575,671.36,74,8,741.2,58.22,43152.664,11,320,53.32,17062.4,421,88.13,121.69,2022,2
3576,340.9,65,8,165.0,57.21,9439.65,10,117,56.07,6560.19,48,40.87,103.16,2022,0
3577,909.94,56,6,999.16,69.22,69161.8552,5,756,64.33,48633.48,243,67.64,70.05,2022,1
3578,594.11,100,5,728.07,81.51,59344.9857,26,33,86.32,2848.56,695,61.69,83.64,2022,2
3579,368.12,41,1,817.8,89.89,73512.042,28,293,85.56,25069.08,524,92.17,103.47,2022,1
3580,932.91,87,1,37.58,92.28,3467.8824,1,25,88.58,2214.5,12,41.83,194.21,2022,0
3581,281.8,18,4,876.16,81.66,71547.2256,25,478,76.78,36700.84,398,96.94,156.65,2022,1
3582,636.11,30,8,392.05,53.6,21013.88,10,37,52.78,1952.86,355,49.0,197.46,2022,0
3583,323.41,72,4,398.22,34.32,13666.9104,24,154,31.58,4863.32,244,37.26,162.23,2022,0
3584,686.85,11,5,842.69,37.97,31996.9393,30,791,37.85,29939.35,51,91.25,106.33,2022,2
3585,454.56,74,2,476.45,53.37,25428.1365,28,302,54.16,16356.32,174,63.86,106.19,2022,2
3586,808.1,62,2,605.26,89.1,53928.666,34,223,93.74,20904.02,382,91.7,87.78,2022,2
3587,163.94,15,9,140.39,52.24,7333.9736,8,35,50.21,1757.35,105,30.4,104.1,2022,0
3588,954.22,78,3,139.12,11.14,1549.7968,36,49,14.3,700.7,90,86.73,50.62,2022,0
3589,182.28,70,5,797.69,88.66,70723.1954,28,645,93.51,60313.95,152,83.86,144.3,2022,1
3590,660.43,58,3,313.73,27.03,8480.1219,47,251,27.9,7002.9,62,88.87,125.21,2022,0
3591,551.53,73,2,630.7,97.42,61442.794,29,98,95.66,9374.68,532,93.9,107.05,2022,2
3592,993.15,25,9,20.77,72.49,1505.6173,11,13,75.31,979.03,7,42.7,188.31,2022,0
3593,471.64,34,7,186.92,96.13,17968.6196,12,45,98.16,4417.2,141,14.4,141.46,2022,0
3594,198.5,59,2,269.26,37.99,10229.1874,28,239,33.71,8056.69,30,71.07,172.87,2022,0
3595,791.16,51,2,232.39,86.23,20038.9897,28,86,89.82,7724.52,146,25.17,90.03,2022,0
3596,430.21,70,3,956.86,19.12,18295.1632,55,505,14.62,7383.1,451,17.15,55.21,2022,0
3597,727.38,73,4,991.21,26.89,26653.6369,27,253,30.55,7729.15,738,72.12,22.87,2022,2
3598,173.54,67,7,178.25,27.37,4878.7025,16,123,31.42,3864.66,55,99.1,81.06,2022,0
3599,790.68,94,7,984.69,55.76,54906.3144,16,335,53.61,17959.35,649,47.16,77.21,2022,2
3600,110.1,47,7,537.89,91.92,49442.8488,13,182,94.75,17244.5,355,66.36,30.4,2022,2
3601,118.88,97,8,770.59,74.2,57177.778,14,555,71.35,39599.25,215,88.27,169.1,2022,1
3602,161.84,71,7,121.03,31.5,3812.445,14,18,30.09,541.62,103,62.2,123.1,2022,0
3603,154.8,39,1,263.35,41.74,10992.229,1,198,44.16,8743.68,65,62.43,169.77,2022,0
3604,317.98,80,5,16.41,65.08,1067.9628,24,10,62.71,627.1,6,18.27,68.07,2022,0
3605,880.07,25,8,232.78,29.94,6969.4332,8,60,32.43,1945.8,172,33.79,156.58,2022,0
3606,285.99,28,4,148.85,32.46,4831.671,28,138,33.61,4638.18,10,16.41,62.4,2022,0
3607,923.6,33,6,573.8,83.22,47751.636,5,299,86.17,25764.83,274,89.83,134.43,2022,2
3608,769.11,99,4,845.97,48.27,40834.9719,30,160,53.0,8480.0,685,10.03,94.47,2022,2
3609,822.75,61,9,556.95,87.71,48850.0845,10,480,90.09,43243.2,76,94.41,148.21,2022,1
3610,793.82,45,6,681.16,58.16,39616.2656,5,292,62.68,18302.56,389,70.04,109.06,2022,2
3611,234.9,25,3,999.8,25.33,25324.934,88,298,29.05,8656.9,701,25.02,60.19,2022,2
3612,703.4,82,3,802.13,52.91,42440.6983,74,242,48.48,11732.16,560,89.55,169.54,2022,2
3613,990.04,19,9,89.69,56.68,5083.6292,13,70,55.8,3906.0,19,49.26,184.03,2022,0
3614,954.24,95,4,542.63,93.54,50757.6102,23,94,93.48,8787.12,448,77.15,197.15,2022,2
3615,667.56,96,1,532.97,54.26,28918.9522,1,422,53.18,22441.96,110,70.88,117.92,2022,2
3616,317.15,51,3,179.0,36.18,6476.22,63,73,37.06,2705.38,106,31.91,171.59,2022,0
3617,378.18,92,7,787.84,53.68,42291.2512,15,312,56.98,17777.76,475,76.25,114.81,2022,2
3618,590.47,75,6,410.79,66.24,27210.7296,5,54,63.97,3454.38,356,37.13,79.5,2022,2
3619,683.63,28,4,415.6,37.11,15422.916,21,374,38.95,14567.3,41,60.73,156.92,2022,0
3620,178.74,14,1,105.47,27.19,2867.7293,1,50,27.0,1350.0,55,79.2,64.33,2022,0
3621,790.64,46,4,928.58,82.34,76459.2772,24,552,78.38,43265.76,376,15.44,24.86,2022,1
3622,386.7,44,9,384.85,93.91,36141.2635,11,85,97.35,8274.75,299,62.04,116.21,2022,2
3623,962.23,75,10,9.28,93.4,866.752,137,2,94.25,188.5,7,98.07,143.28,2022,0
3624,589.35,28,6,114.59,10.33,1183.7147,5,23,11.5,264.5,91,31.62,38.32,2022,0
3625,809.69,87,10,940.91,33.73,31736.8943,138,656,29.05,19056.8,284,77.51,133.9,2022,2
3626,82.93,29,8,225.76,26.66,6018.7616,7,141,25.8,3637.8,84,97.23,73.67,2022,0
3627,774.49,42,10,946.24,95.16,90044.1984,147,901,98.9,89108.9,45,28.53,41.19,2022,1
3628,530.09,78,10,30.63,97.01,2971.4163,90,12,92.08,1104.96,18,14.92,144.29,2022,0
3629,953.59,62,9,669.33,93.76,62756.3808,13,57,97.8,5574.6,612,22.13,113.46,2022,2
3630,197.33,47,4,922.15,23.65,21808.8475,23,298,24.03,7160.94,624,78.75,150.85,2022,0
3631,692.91,99,9,845.77,29.42,24882.5534,8,672,25.45,17102.4,173,11.32,160.13,2022,2
3632,814.3,22,3,510.78,56.28,28746.6984,55,106,55.03,5833.18,404,73.72,53.32,2022,2
3633,914.95,17,5,273.15,72.1,19694.115,24,256,70.06,17935.36,17,25.32,33.04,2022,0
3634,132.91,92,3,97.82,19.25,1883.035,71,63,21.3,1341.9,34,43.42,58.82,2022,0
3635,81.58,89,5,758.83,10.76,8165.0108,29,241,14.3,3446.3,517,96.17,101.28,2022,0
3636,214.62,50,2,22.36,31.05,694.278,40,19,30.48,579.12,3,78.5,130.84,2022,0
3637,354.63,98,8,521.3,70.57,36788.141,7,88,73.36,6455.68,433,91.84,140.37,2022,2
3638,600.78,88,9,663.22,40.96,27165.4912,8,208,38.9,8091.2,455,73.22,21.08,2022,2
3639,168.34,98,5,34.73,83.47,2898.9131,22,28,85.05,2381.4,6,93.33,34.27,2022,0
3640,489.04,21,7,749.63,89.91,67399.2333,14,391,93.94,36730.54,358,53.74,138.47,2022,1
3641,543.66,84,8,804.18,34.98,28130.2164,13,237,39.38,9333.06,567,93.99,98.56,2022,2
3642,827.93,26,9,997.79,71.27,71112.4933,14,97,67.59,6556.23,900,89.85,172.02,2022,1
3643,346.74,19,8,96.85,97.59,9451.5915,10,83,92.83,7704.89,13,64.48,75.69,2022,0
3644,796.95,32,8,397.33,32.39,12869.5187,9,125,30.96,3870.0,272,70.81,160.15,2022,0
3645,137.41,87,4,110.34,18.66,2058.9444,24,76,19.39,1473.64,34,59.67,130.3,2022,0
3646,639.32,25,1,652.4,61.24,39952.976,1,389,65.53,25491.17,263,45.01,121.01,2022,2
3647,424.16,45,8,843.18,62.78,52934.8404,14,61,66.3,4044.3,782,49.49,36.33,2022,2
3648,962.82,76,4,644.26,28.47,18342.0822,28,4,27.9,111.6,640,77.72,176.16,2022,0
3649,812.35,82,5,268.95,10.32,2775.564,28,183,7.84,1434.72,85,78.33,126.98,2022,0
3650,550.6,57,8,5.22,18.68,97.5096,8,5,19.55,97.75,0,17.79,53.8,2022,0
3651,656.16,73,8,566.91,44.72,25352.2152,13,310,43.11,13364.1,256,94.81,35.12,2022,2
3652,531.31,63,10,854.05,91.75,78359.0875,91,623,95.95,59776.85,231,33.84,159.0,2022,1
3653,817.32,100,8,757.04,13.21,10000.4984,7,381,16.01,6099.81,376,41.35,100.66,2022,0
3654,774.07,68,2,988.47,23.32,23051.1204,26,823,25.47,20961.81,165,19.65,47.74,2022,2
3655,596.11,86,10,141.98,84.84,12045.5832,119,85,87.83,7465.55,56,50.83,161.53,2022,0
3656,916.14,91,9,426.28,96.3,41050.764,8,308,99.7,30707.6,118,30.63,197.77,2022,2
3657,407.17,91,10,565.4,13.99,7909.946,88,556,14.29,7945.24,9,64.3,20.19,2022,0
3658,163.25,53,10,894.6,61.47,54991.062,147,672,63.56,42712.32,222,81.29,69.72,2022,1
3659,181.15,13,10,899.13,54.15,48687.8895,138,865,56.03,48465.95,34,41.37,78.94,2022,1
3660,131.01,14,3,117.18,89.38,10473.5484,86,38,89.46,3399.48,79,21.87,124.46,2022,0
3661,439.51,53,6,434.87,60.2,26179.174,7,217,59.76,12967.92,217,68.68,187.18,2022,2
3662,24.47,91,5,391.29,74.62,29198.0598,28,244,78.44,19139.36,147,45.19,32.24,2022,2
3663,676.22,73,2,161.58,56.12,9067.8696,26,26,54.76,1423.76,135,91.52,155.57,2022,0
3664,443.49,11,4,589.0,52.12,30698.68,24,158,47.51,7506.58,431,14.23,126.54,2022,2
3665,708.56,94,1,897.29,47.0,42172.63,1,120,45.74,5488.8,777,84.39,142.04,2022,2
3666,201.81,31,2,264.08,82.89,21889.5912,36,108,85.23,9204.84,156,51.89,122.31,2022,0
3667,105.62,41,2,421.67,49.52,20881.0984,38,257,45.34,11652.38,164,23.01,22.9,2022,0
3668,35.15,94,9,918.87,91.27,83865.2649,9,12,89.09,1069.08,906,20.1,50.88,2022,1
3669,737.53,76,9,607.04,55.17,33490.3968,14,367,50.53,18544.51,240,50.72,188.17,2022,2
3670,17.89,82,2,908.96,81.67,74234.7632,29,787,81.72,64313.64,121,64.3,175.69,2022,1
3671,274.53,39,2,38.59,96.46,3722.3914,36,9,99.1,891.9,29,86.67,54.25,2022,0
3672,730.8,34,5,409.51,49.5,20270.745,27,100,50.04,5004.0,309,72.94,170.17,2022,0
3673,864.96,87,1,195.21,10.79,2106.3159,25,62,5.94,368.28,133,46.79,195.79,2022,0
3674,579.9,42,10,260.24,32.25,8392.74,82,208,31.11,6470.88,52,79.3,68.53,2022,0
3675,713.33,48,3,541.95,76.59,41507.9505,50,467,79.62,37182.54,74,73.6,33.07,2022,2
3676,87.48,45,9,809.09,80.19,64880.9271,12,18,79.74,1435.32,791,99.05,71.54,2022,2
3677,924.05,100,10,959.97,48.35,46414.5495,125,610,46.05,28090.5,349,82.11,22.35,2022,2
3678,827.61,94,3,608.88,54.68,33293.5584,72,531,52.27,27755.37,77,78.67,181.35,2022,2
3679,823.98,32,1,840.26,19.22,16149.7972,29,586,16.01,9381.86,254,29.42,168.58,2022,0
3680,174.19,98,8,505.82,83.5,42235.97,13,142,79.59,11301.78,363,56.09,175.1,2022,2
3681,662.06,51,4,775.42,90.61,70260.8062,26,173,86.22,14916.06,602,66.02,134.2,2022,1
3682,13.78,30,3,407.76,52.72,21497.1072,44,242,49.21,11908.82,165,73.54,142.23,2022,0
3683,540.29,58,8,682.38,46.2,31525.956,8,313,41.5,12989.5,369,24.91,28.2,2022,2
3684,815.76,43,6,459.49,94.85,43582.6265,5,172,91.78,15786.16,287,23.83,49.24,2022,2
3685,995.72,71,8,189.91,10.79,2049.1289,10,137,14.72,2016.64,52,51.49,78.82,2022,0
3686,117.35,74,3,614.0,97.94,60135.16,68,72,101.22,7287.84,542,93.14,36.99,2022,2
3687,506.63,75,6,311.13,19.82,6166.5966,5,165,16.4,2706.0,146,93.09,47.02,2022,0
3688,943.81,47,9,638.88,83.67,53455.0896,7,331,82.91,27443.21,307,92.03,167.28,2022,1
3689,296.93,94,8,199.89,56.35,11263.8015,12,22,56.06,1233.32,177,65.79,199.45,2022,0
3690,910.98,30,4,816.23,29.53,24103.2719,28,1,26.77,26.77,815,29.17,149.84,2022,0
3691,198.65,43,1,280.37,15.76,4418.6312,2,176,20.55,3616.8,104,13.6,48.83,2022,0
3692,959.48,97,10,62.91,65.25,4104.8775,64,60,66.09,3965.4,2,76.98,45.53,2022,0
3693,138.91,59,5,393.72,23.78,9362.6616,28,263,28.34,7453.42,130,73.74,58.62,2022,0
3694,816.98,84,8,135.2,32.77,4430.504,11,72,28.58,2057.76,63,75.36,81.67,2022,0
3695,385.91,29,4,818.33,55.35,45294.5655,23,68,58.39,3970.52,750,87.41,114.37,2022,2
3696,880.7,78,4,504.33,76.58,38621.5914,28,490,81.37,39871.3,14,73.82,49.34,2022,2
3697,736.44,24,3,690.15,92.54,63866.481,53,151,91.63,13836.13,539,24.03,55.06,2022,1
3698,233.29,68,2,98.62,14.19,1399.4178,34,9,17.96,161.64,89,95.84,73.95,2022,0
3699,423.46,31,4,496.91,94.46,46938.1186,28,452,94.12,42542.24,44,66.01,114.03,2022,1
3700,817.52,52,4,899.27,14.05,12634.7435,29,413,16.72,6905.36,486,91.17,110.07,2022,0
3701,27.75,26,5,241.11,71.07,17135.6877,30,57,69.85,3981.45,184,50.08,27.55,2022,0
3702,679.85,39,1,571.63,93.68,53550.2984,1,480,98.2,47136.0,91,12.33,116.74,2022,1
